title,director,release_year,description,type,runtime,genres,9.9
a second chance,Cathy Garcia-Molina,2015,"Following their storybook wedding; Popoy and Basha find married life â€“ and starting a business together â€“ more challenging than they ever imagined.",movie,130,Drama,7.1
a secret love,Chris Bolan,2020,"Amid shifting times; two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",movie,81,"Documentary;Drama",7.9
a separation,Asghar Farhadi,2011,"Amid an impasse in his marriage; a father in Tehran is beset by a bitter feud involving the family of a pious caretaker he hired for his aging dad.",movie,123,Drama,8.3
a serious man,"Ethan Coen; Joel Coen",2009,"With every aspect of his life unraveling; a Jewish physics professor seeks out three rabbis for spiritual guidance.",movie,106,"Comedy;Drama",7.0
a single man,Tom Ford,2009,This stream-of-consciousness drama centers on a day in the life of a gay college professor who's reeling from his longtime lover's recent death.,movie,99,"Drama;Romance",7.6
a sort of family,Diego Lerman,2017,An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.,movie,95,"Crime;Drama;Thriller",6.4
a sort of homecoming,Maria Burton,2015,Ace news producer Amy is called back to her Louisiana hometown where memories of what used to be â€“ and what might have been â€“ come flooding back.,movie,88,Drama,5.8
a stoning in fulham county,Larry Elikann,1988,"After reckless teens kill an Amish child; a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community.",tvMovie,94,"Crime;Drama;Thriller",5.8
a storybots christmas,"Evan Spiridellis; Jeff Gill",2017,"Bo thinks her holiday gift-giving isn't good enough; so she heads north to study under Santa Claus â€“ only to find he's missing.",tvMovie,24,"Family;Fantasy;Musical",6.1
a sun,Chung Mong-hong,2019,A family reckons with the aftermath of their younger son's incarceration and a greater misfortune that follows.,movie,156,"Crime;Drama",7.6
a tale of love and darkness,Natalie Portman,2015,"Based on the memoirs of author Amos Oz; this poetic drama shares his family's tale of suffering and survival in the early years of independent Israel.",movie,95,"Biography;Drama;History",6.0
a tale of two kitchens,Trisha Ziff,2019,"Mexico City restaurant star Gabriela CÃ¡mara opens sister eatery Cala in San Francisco; with a similar menu and unusually welcoming kitchen culture.",short,29,"Documentary;Short",6.3
a thousand goodnights,,2019,"To carry out her dad's wish and discover her roots; Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",tvSeries,72,Drama,7.9
a thousand words,Brian Robbins,2012,"When he learns his karma will permit him to speak just a thousand more words before he dies; fast-talking agent Jack must make every syllable count.",movie,91,"Comedy;Drama",5.9
a trash truck christmas,Eddie Rosas,2020,"When Santa crash-lands in the junkyard on Christmas Eve; Hank; Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",tvSpecial,28,"Animation;Family",5.5
a trip to jamaica,Robert O. Peters,2016,A newly engaged couple's romantic vacation in Jamaica turns into a mischievous adventure that tests their union in wild and unexpected ways.,movie,98,"Comedy;Drama",5.2
a very country christmas,Justin G. Dyck,2017,"When an unfulfilled country music star hides out in his hometown; he meets a budding interior designer who finds her way into his heart.",tvMovie,84,"Family;Romance",6.1
a very murray christmas,Sofia Coppola,2015,"Bill Murray rounds up an all-star cast for an evening of music; mischief and barroom camaraderie in this irreverent twist on holiday variety shows.",tvSpecial,56,"Comedy;Music;Musical",5.5
a very special love,Cathy Garcia-Molina,2008,"After landing a job working for her longtime crush; an optimistic woman realizes that the man of her dreams isn't exactly who she envisioned.",movie,106,"Comedy;Romance",6.7
a walk to remember,Adam Shankman,2002,"When bad boy Landon is cast opposite campus bookworm Jamie in a high school play; romance blooms â€” until tragedy threatens to tear them apart.",movie,101,"Drama;Romance",7.4
a wednesday,Neeraj Pandey,2008,"After receiving an anonymous tip about a bomb; a police commissioner must negotiate with the terrorist; who demands the release of four militants.",movie,104,"Action;Crime;Drama",8.1
a whisker away,"Junichi Sato; Tomotaka Shibayama",2020,"A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it; the line between human and animal starts to blur.",movie,104,"Adventure;Animation;Family",6.7
a witches' ball,Justin G. Dyck,2017,"Beatrix can't wait to be inducted as a witch; but an unfortunate incident threatens to take her pending title away if she doesn't act fast.",movie,90,"Adventure;Comedy;Family",5.1
a wrinkle in time,Ava DuVernay,2018,"Years after their father disappears; Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness.",movie,109,"Adventure;Family;Fantasy",4.2
a wrinkle in time,Ava DuVernay,2018,"Years after their father disappears; Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness.",tvEpisode,21,"Comedy;Talk-Show",6.5
a year in space,,2015,Two astronauts attempt to brave a life in Earth's orbit on a record-setting mission to see if humans have the endurance to survive a flight to Mars.,tvSeries,56,Documentary,7.4
a yellow bird,K. Rajagopal,2016,"In Singapore; a homeless ex-convict hoping to reunite with his family forms a bond with a Chinese sex worker while serving as her bodyguard.",movie,112,Drama,5.5
a.m.i.,Rusty Nixon,2019,"After losing her mother; a teenage girl bonds with her phoneâ€™s artificial intelligence app; a relationship that soon takes a dark and violent turn.",movie,77,"Horror;Thriller",3.9
aagey se right,Indrajit Nattoji,2009,"A cop full of self-doubt loses his gun five days before he's due to leave the force; and becomes an unexpected hero as he tries to retrieve it.",movie,117,"Comedy;Crime;Drama",5.0
aakhri adaalat,Rajiv Mehra,1988,An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.,movie,148,"Action;Thriller",5.2
aalorukkam,V C Abhilash,2018,"When an aging father seeks the help of a doctor and a journalist to look for the son who left him 16 years ago; he learns some surprising truths.",movie,124,Drama,6.5
aamir,Raj Kumar Gupta,2008,"In this high-tension thriller; an anonymous caller on a cell phone threatens to harm a man's family if he doesn't carry out every order.",movie,99,"Action;Crime;Drama",7.7
aapla manus,Satish Rajwade,2018,"When a man falls from his balcony; an investigator questions the victimâ€™s family; determined to uncover a darker truth behind the alleged accident.",movie,138,"Drama;Thriller",7.1
aarakshan,Prakash Jha,2011,The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.,movie,164,"Drama;Thriller",6.2
aashayein,Nagesh Kukunoor,2010,"When he learns he has terminal cancer; a cynical gambler and chronic smoker ditches his fiancÃ©e; snubs doctors and checks into a nursing home to die.",movie,120,Drama,7.1
aata pita,Uttung Shelar,2010,A municipal clerk with literary ambitions stalks a loan recovery officer on whom he has decided to base his story's central character.,movie,125,Drama,6.1
abby sen,Atanu Ghosh,2015,"After losing his seventh job in a row; a TV producer and sci-fi buff travels back in time to 1980; where his employment prospects improve.",movie,128,"Comedy;Drama;Sci-Fi",5.9
abducted in plain sight,Skye Borgman,2017,"In this true crime documentary; a family falls prey to the manipulative charms of a neighbor; who abducts their adolescent daughter. Twice.",movie,91,"Crime;Documentary",6.8
abhinetri,A. L. Vijay,2016,"Due to family pressure; a corporate man reluctantly marries a woman from the village; but in their new home; she abruptly assumes a different persona.",movie,127,"Comedy;Horror",6.0
abominable christmas,Chad Van De Keere,2012,Two small abominable snowmen flee their mountain to escape a scientist who's trying to capture them and end up spending Christmas with a human family.,tvShort,43,"Adventure;Animation;Comedy",5.3
about a boy,"Chris Weitz; Paul Weitz",2002,"Hip; irresponsible Londoner Will invents an imaginary son and starts attending single-parent meetings to find available women.",movie,101,"Comedy;Drama;Romance",7.0
about a boy,"Chris Weitz; Paul Weitz",2002,"Hip; irresponsible Londoner Will invents an imaginary son and starts attending single-parent meetings to find available women.",tvEpisode,22,Comedy,6.4
about time,Richard Curtis,2013,"When Tim learns that the men in his family can travel in time and change their own lives; he decides to go back and win the woman of his dreams.",movie,123,"Comedy;Drama;Fantasy",7.8
about time,Richard Curtis,2013,"When Tim learns that the men in his family can travel in time and change their own lives; he decides to go back and win the woman of his dreams.",short,19,"Comedy;Drama;Family",8.1
abzurdah,Daniela Goggi,2015,A disenfranchised 16-year-old girl connects to an older man on the internet and after a brief one-sided affair descends into obsession and anorexia.,movie,90,"Biography;Drama;Romance",5.4
accident,Cheang Pou Soi,2009,A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.,movie,89,"Mystery;Thriller",6.6
accidentally in love,,2018,"Rejecting the demands of her wealthy family; a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.",tvSeries,30,"Music;Romance",7.6
across grace alley,Ralph Macchio,2013,"A young boy; upset by his parents' divorce; becomes infatuated with his grandmother's neighbor; an entrancing dancer he watches through a window.",short,25,"Drama;Music;Short",6.3
across the line,Julien Christian Lutz,2015,"A black high school student sets his sights for the National Hockey League; but rising racial tensions in his community may jeopardize his goals.",movie,87,Drama,5.2
across the universe,Julie Taymor,2007,"An American girl and a British lad fall in love amid the social and political upheaval of the 1960s; in this musical featuring songs by the Beatles.",movie,133,"Drama;Fantasy;History",7.3
act of valor,"Mike McCoy; Scott Waugh",2012,An elite squad of Navy SEALs is tasked with rescuing a kidnapped CIA agent from a lethal terrorist cell.,movie,110,"Action;Adventure;Thriller",6.5
action replayy,Vipul Amrutlal Shah,2010,"Sick of his parentsâ€™ constant squabbling; a young man travels back in time to the onset of their romance; with plans to set them up for marital bliss.",movie,129,"Comedy;Romance;Sci-Fi",4.2
acts of vengeance,Isaac Florentine,2017,"Devastated by the murder of his wife and child; a formerly fast-talking lawyer takes a vow of silence and trains himself for a mission of revenge.",movie,87,"Action;Adventure;Crime",5.7
